scenario,arm,impressions,requests,mean watch seconds,completion rate,like rate,share rate,follow rate,comment rate,save rate,profile-visit rate,reward/impression,mean hidden satisfaction,mean hidden regret,satisfaction per minute,harmful fatigue,platform trust,sessions (closed),mean session utility U_s,early-failure exit rate,natural completion rate,harmful fatigue (mean),exit share: satisfied,exit share: fatigue,exit share: regret,mean true affinity,estimated<->hidden cosine,mean unique creators/feed,mean creator HHI (per feed),mean intra-list similarity,retention (1d),retention (7d),sessions/user/day,satisfaction-weighted retention,churn rate,mean churn probability,mean final trust,mean final habit,mean pref shift from initial,mean final preference entropy,creator HHI (final day),creator HHI (whole run),tail-creator share (whole run),arch share whole-run: genuinely_satisfying,arch share whole-run: useful,arch share whole-run: ragebait,arch share whole-run: clickbait,arch share whole-run: comfort,arch share whole-run: polished_irrelevant,arch share whole-run: niche_treasure,arch share whole-run: background_music,niche in-cohort match rate (whole run)
exploration_recovery,control,412575,117684,42.1503,0.645025,0.148664,0.0569569,0.0126789,0.17121,0.228446,0.253891,0.282486,-0.330474,0.112007,-0.470423,0.271567,0.0168018,102066,-3.07934,0.577538,0.0281289,0.271567,0.0281289,0.369986,0.000186154,0.0889158,0.0603985,6.70465,0.183257,0.68428,0.7546,0.9908,1.13407,0.941035,0.159,0.0559409,0.0168018,0.0724203,0.0504034,2.85203,1,0.00435784,0.277821,0.236313,0.14943,0.0746579,0.110113,0.162116,0.0928146,0.0644755,0.110079,0.284313
exploration_recovery,recover05,414873,118294,42.1628,0.645248,0.14853,0.0571789,0.0126617,0.170216,0.229769,0.254461,0.283382,-0.32754,0.111498,-0.466108,0.272341,0.0166562,102396,-3.06537,0.575218,0.0288488,0.272341,0.0288488,0.371538,0.00014649,0.0892401,0.0602463,6.67609,0.18434,0.685219,0.7546,0.9908,1.13773,0.941819,0.1568,0.0558672,0.0166562,0.0728101,0.0505853,2.85204,0.00148704,0.00434063,0.27512,0.23721,0.149607,0.0741841,0.110193,0.162112,0.0925416,0.0644872,0.109665,0.278837
exploration_recovery,recover10,415713,118648,42.2985,0.644947,0.148477,0.0571789,0.0128502,0.170675,0.228639,0.254159,0.283388,-0.327399,0.111692,-0.464413,0.272878,0.016641,102575,-3.06269,0.573356,0.0290519,0.272878,0.0290519,0.373132,0.000214477,0.0894006,0.0607245,6.66165,0.184979,0.685643,0.7546,0.9908,1.13972,0.936133,0.1549,0.0562447,0.016641,0.0725693,0.0501914,2.85133,1,0.0043154,0.276323,0.236257,0.149488,0.0747367,0.110078,0.162273,0.0929536,0.0642246,0.109989,0.280872
