scenario,arm,impressions,requests,mean watch seconds,completion rate,like rate,share rate,follow rate,comment rate,save rate,profile-visit rate,reward/impression,mean hidden satisfaction,mean hidden regret,satisfaction per minute,harmful fatigue,platform trust,sessions (closed),mean session utility U_s,early-failure exit rate,natural completion rate,harmful fatigue (mean),exit share: satisfied,exit share: fatigue,exit share: regret,mean true affinity,estimated<->hidden cosine,mean unique creators/feed,mean creator HHI (per feed),mean intra-list similarity,retention (1d),retention (7d),sessions/user/day,satisfaction-weighted retention,churn rate,mean churn probability,mean final trust,mean final habit,mean pref shift from initial,mean final preference entropy,creator HHI (final day),creator HHI (whole run),tail-creator share (whole run),arch share whole-run: genuinely_satisfying,arch share whole-run: useful,arch share whole-run: ragebait,arch share whole-run: clickbait,arch share whole-run: comfort,arch share whole-run: polished_irrelevant,arch share whole-run: niche_treasure,arch share whole-run: background_music,niche in-cohort match rate (whole run)
niche_starvation,control,440616,112407,19.4722,0.875817,0.211656,0.0760867,0.0152332,0.174133,0.226921,0.253724,0.398564,-0.297539,0.105345,-0.91681,0.311505,0.0120914,111525,-2.83296,0.542739,0.0445999,0.311505,0.0445999,0.388693,0.000295898,0.0776751,0.0449687,9.59633,0.108795,0.72064,0.8012,0.9944,1.23917,0.982869,0.1672,0.0576934,0.0120914,0.0813808,0.0453676,2.84991,1,0.0127391,0.142775,0.394591,0.0519704,0.0592126,0.114249,0.108155,0.0712525,0.110348,0.0902214,0.28319
niche_starvation,mainstream,421402,108460,19.9474,0.895916,0.221724,0.0780656,0.0158898,0.181992,0.2162,0.254251,0.412874,-0.289568,0.115874,-0.870996,0.31396,0.0137916,107180,-2.86684,0.557865,0.0406606,0.31396,0.0406606,0.377701,0.000373204,0.0790239,0.0561395,9.8485,0.103127,0.698069,0.7808,0.9946,1.19089,0.960444,0.1911,0.0691681,0.0137916,0.0846767,0.0420016,2.84912,1,0.0115928,0.0492048,0.411785,0.0216563,0.0500187,0.174482,0.13027,0.0526742,0.0815611,0.077553,0.26753
