scenario,arm,impressions,requests,mean watch seconds,completion rate,like rate,share rate,follow rate,comment rate,save rate,profile-visit rate,reward/impression,mean hidden satisfaction,mean hidden regret,satisfaction per minute,harmful fatigue,platform trust,sessions (closed),mean session utility U_s,early-failure exit rate,natural completion rate,harmful fatigue (mean),exit share: satisfied,exit share: fatigue,exit share: regret,mean true affinity,estimated<->hidden cosine,mean unique creators/feed,mean creator HHI (per feed),mean intra-list similarity,retention (1d),retention (7d),sessions/user/day,satisfaction-weighted retention,churn rate,mean churn probability,mean final trust,mean final habit,mean pref shift from initial,mean final preference entropy,creator HHI (final day),creator HHI (whole run),tail-creator share (whole run),arch share whole-run: genuinely_satisfying,arch share whole-run: useful,arch share whole-run: ragebait,arch share whole-run: clickbait,arch share whole-run: comfort,arch share whole-run: polished_irrelevant,arch share whole-run: niche_treasure,arch share whole-run: background_music,niche in-cohort match rate (whole run)
creator_overconcentration,affinity,461976,115817,26.4792,0.803882,0.197054,0.0714648,0.0154705,0.173195,0.237476,0.260425,0.367965,-0.280237,0.0933511,-0.634996,0.316188,0.0144064,114446,-2.72008,0.526982,0.0415742,0.316188,0.0415742,0.407022,0.000235919,0.0817815,0.0616951,8.56665,0.146781,0.704724,0.7943,0.9942,1.27162,0.970313,0.1466,0.0529006,0.0144064,0.081389,0.0436232,2.84961,1,0.0205442,0.0854352,0.442151,0.0647566,0.0575528,0.0914701,0.0959639,0.0582281,0.11277,0.0771079,0.273835
creator_overconcentration,capped,479698,136060,32.8082,0.800748,0.197718,0.0716847,0.0155244,0.171558,0.237441,0.260983,0.375861,-0.259046,0.0932205,-0.473745,0.314814,0.0152114,116243,-2.63986,0.514405,0.0367678,0.314814,0.0367678,0.424,0.000206464,0.0854476,0.0640343,5.95728,0.238019,0.626453,0.7933,0.9939,1.29159,0.940345,0.1324,0.0482607,0.0152114,0.0792912,0.0446444,2.84945,1,0.0179496,0.0776301,0.407402,0.0673424,0.0695125,0.0735192,0.111337,0.0616367,0.12269,0.0865607,0.27908
