corpus_reels,users,dimensions,algorithm,threads,warmup_requests_per_thread,timed_requests_per_thread,total_timed_requests,wall_seconds,rps,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,e2e_mean_ms,e2e_max_ms,retrieval_p50_ms,retrieval_p95_ms,retrieval_p99_ms,ranking_p50_ms,ranking_p95_ms,ranking_p99_ms,rerank_p50_ms,rerank_p95_ms,rerank_p99_ms,cpu_utilization_pct,peak_rss_mb,index_build_seconds,index_insert_per_sec
10000,1000,64,hnsw_ranker_diversity,1,200,2000,2000,0.7743,2583.0,0.3134,0.5272,0.5456,0.3863,0.5872,0.2035,0.4151,0.4339,0.0519,0.0550,0.0565,0.0103,0.0135,0.0142,100.0,40.38,0.519,19258.9
10000,1000,64,hnsw_ranker_diversity,2,200,2000,4000,0.8039,4975.7,0.3247,0.5492,0.5678,0.4009,0.6185,0.2089,0.4308,0.4495,0.0533,0.0615,0.0685,0.0106,0.0140,0.0149,199.9,40.38,0.519,19258.9
10000,1000,64,hnsw_ranker_diversity,4,200,2000,8000,0.8308,9629.7,0.3361,0.5615,0.5824,0.4096,0.6183,0.2111,0.4322,0.4550,0.0555,0.0691,0.0754,0.0110,0.0146,0.0158,395.3,40.38,0.519,19258.9
10000,1000,64,hnsw_ranker_diversity,8,200,2000,16000,1.1295,14165.7,0.5329,1.2267,1.2804,0.5616,1.5843,0.3629,0.9536,1.0043,0.0594,0.1443,0.1499,0.0131,0.0269,0.0300,796.6,40.38,0.519,19258.9
10000,1000,64,hnsw_ranker_diversity,10,200,2000,20000,1.2647,15813.8,0.5485,1.2567,1.3280,0.6108,2.6779,0.3792,0.9775,1.0435,0.0634,0.1484,0.1643,0.0141,0.0279,0.0307,959.2,40.38,0.519,19258.9
