vector_count,m,ef_construction,max_graph_level,build_time_ms,insert_throughput_per_sec,memory_delta_mb,level_distribution,dimensions,degree_histogram_level0,peak_rss_mb
1000000,16,200,6,991762.988,1008.31,297.547,937353;58792;3605;230;16;3;1,128,0;0;1;3;8;23;49;163;417;1192;2876;6693;14199;26817;44730;64459;79172;68003;59650;52346;46407;40870;36936;33203;29640;26564;24308;22055;20436;19819;22153;43150;213658,1650.09
