vector_count,dimensions,m,ef_construction,ef_search,k,recall_at_k,avg_returned,query_p50_ms,query_p95_ms,query_p99_ms,query_mean_ms,num_queries,build_time_ms,insert_throughput_per_sec,memory_delta_bytes,memory_delta_mb,max_graph_level,num_levels,data_distribution,distance_comps_per_query,peak_rss_mb
100000,64,32,50,64,50,0.567260,50.000,0.192605,0.234057,0.261552,0.195916,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,64,200,0.778010,200.000,0.515813,0.598919,0.665843,0.524575,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,64,500,0.911108,500.000,1.145062,1.286744,1.427944,1.160990,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,128,10,0.838800,10.000,0.342812,0.393260,0.455073,0.347569,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,128,50,0.758340,50.000,0.345292,0.394921,0.423468,0.349638,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,128,200,0.778010,200.000,0.510042,0.567875,0.599270,0.514945,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,128,500,0.911108,500.000,1.143479,1.285884,1.429898,1.157563,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,256,10,0.948100,10.000,0.635750,0.721889,0.783238,0.644476,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,256,50,0.906460,50.000,0.631875,0.730106,0.873398,0.644318,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,256,200,0.837115,200.000,0.649979,0.889493,1.069354,0.686258,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,32,50,256,500,0.911108,500.000,1.163251,1.367833,1.495280,1.192305,1000,12645.836,7907.74,57016320,54.375,3,4,random,-1.00,193.66
100000,64,8,100,16,10,0.061700,10.000,0.019917,0.028462,0.032130,0.020515,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,16,50,0.130540,50.000,0.053895,0.070008,0.078841,0.055079,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,16,200,0.288710,200.000,0.191042,0.230752,0.257180,0.194067,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,16,500,0.444600,500.000,0.441667,0.545827,0.594005,0.453188,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,32,10,0.113500,10.000,0.035958,0.048042,0.053334,0.036848,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,32,50,0.130540,50.000,0.053166,0.068506,0.077318,0.054234,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,32,200,0.288710,200.000,0.193937,0.226718,0.242378,0.196193,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,32,500,0.444600,500.000,0.442271,0.498105,0.553675,0.447860,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,64,10,0.200900,10.000,0.066417,0.084877,0.093684,0.067769,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,64,50,0.157920,50.000,0.067125,0.084502,0.092593,0.068375,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,64,200,0.288710,200.000,0.189354,0.219462,0.234145,0.191485,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,64,500,0.444600,500.000,0.439229,0.491798,0.559987,0.444224,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,128,10,0.330400,10.000,0.125709,0.153350,0.166054,0.127765,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,128,50,0.266380,50.000,0.128645,0.161927,0.184308,0.131264,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,128,200,0.288710,200.000,0.186625,0.212019,0.224046,0.188273,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,128,500,0.444600,500.000,0.441458,0.492133,0.555434,0.445936,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,256,10,0.495800,10.000,0.233666,0.266083,0.282714,0.235974,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
