vector_count,m,ef_construction,max_graph_level,build_time_ms,insert_throughput_per_sec,memory_delta_mb,level_distribution,dimensions,degree_histogram_level0,peak_rss_mb
1000000,16,200,5,639870.928,1562.82,587.203,937671;58512;3545;252;19;1,64,0;0;0;0;0;0;8;19;62;107;323;714;1924;4893;12040;28754;81082;72896;65327;58857;53135;48687;43988;40002;36700;33939;31234;29443;27769;27810;32360;57005;210922,1185.34
1000000,32,200,4,1150259.830,869.37,-71.062,968836;30156;972;33;3,64,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;9;26;84;411;1964;38157;35930;34628;32930;31391;29901;28806;28023;26853;25845;25000;24336;23512;22314;21952;21604;20797;20452;19553;18955;18663;18347;17864;17587;17121;17077;17016;17349;18413;21129;29366;56715;199913,1684.34
