round,impressions,mean_watch_ratio,mean_watch_seconds,instant_skip_rate,completion_rate,like_rate,share_rate,follow_rate,mean_session_length,reward_per_impression,reward_per_session,mean_true_affinity
0,10000,0.364575,6.291461,0.554400,0.333600,0.060000,0.020000,0.009000,8.756567,0.014580,0.127672,0.053725
1,10000,0.350567,9.274737,0.558100,0.317200,0.056900,0.022200,0.006000,6.825939,0.012044,0.082211,0.046474
2,10000,0.353690,7.504741,0.557300,0.321800,0.058000,0.020400,0.007600,6.514658,0.010460,0.068146,0.054264
3,10000,0.363647,9.346796,0.544800,0.331000,0.062800,0.024600,0.008500,6.406150,0.024070,0.154193,0.059484
4,10000,0.351984,10.026250,0.558700,0.319400,0.057500,0.021800,0.009200,6.720430,0.015523,0.104324,0.053814
