corpus_reels,users,dimensions,algorithm,threads,warmup_requests_per_thread,timed_requests_per_thread,total_timed_requests,wall_seconds,rps,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,e2e_mean_ms,e2e_max_ms,retrieval_p50_ms,retrieval_p95_ms,retrieval_p99_ms,ranking_p50_ms,ranking_p95_ms,ranking_p99_ms,rerank_p50_ms,rerank_p95_ms,rerank_p99_ms,cpu_utilization_pct,peak_rss_mb,index_build_seconds,index_insert_per_sec
1000000,100000,64,hnsw_ranker_diversity,1,200,2000,2000,53.6611,37.3,15.2574,43.8930,44.7324,26.8295,51.3313,14.9495,43.5752,44.4299,0.1718,0.1862,0.1977,0.0250,0.0298,0.0320,99.9,2042.17,198.195,5045.5
1000000,100000,64,hnsw_ranker_diversity,2,200,2000,4000,61.1204,65.4,17.6722,52.2749,53.4283,30.5192,59.2168,17.3411,51.9424,53.0897,0.1808,0.1981,0.2083,0.0255,0.0315,0.0347,199.7,2042.17,198.195,5045.5
1000000,100000,64,hnsw_ranker_diversity,4,200,2000,8000,87.9163,91.0,27.1968,78.9677,84.7953,43.7312,111.0380,26.8053,78.5812,84.3446,0.2109,0.2387,0.4233,0.0302,0.0382,0.0503,396.8,2042.17,198.195,5045.5
1000000,100000,64,hnsw_ranker_diversity,8,200,2000,16000,119.2713,134.1,35.7996,108.1163,114.8257,59.1745,147.0014,35.2446,107.5513,114.1859,0.2301,0.5315,0.5585,0.0359,0.0720,0.0829,791.1,2042.17,198.195,5045.5
1000000,100000,64,hnsw_ranker_diversity,10,200,2000,20000,138.8223,144.1,42.6389,125.3132,134.5548,68.8736,184.8815,41.9839,124.6218,133.8506,0.2379,0.5778,0.6587,0.0382,0.0767,0.0927,977.7,2042.17,198.195,5045.5
