round,impressions,mean_watch_ratio,mean_watch_seconds,instant_skip_rate,completion_rate,like_rate,share_rate,follow_rate,mean_session_length,reward_per_impression,reward_per_session,mean_true_affinity
0,10000,0.370774,13.209869,0.548500,0.333300,0.067900,0.025000,0.009600,8.748906,0.034616,0.302850,0.112910
1,10000,0.330354,14.977189,0.586400,0.290300,0.057400,0.019500,0.007600,6.825939,0.003879,0.026478,0.106909
2,10000,0.355503,21.326734,0.565200,0.316800,0.056200,0.021600,0.008700,6.514658,0.029985,0.195339,0.104529
3,10000,0.328788,17.214567,0.593200,0.289200,0.055500,0.021400,0.005700,6.426735,0.002023,0.013001,0.103064
4,10000,0.358310,16.317705,0.559700,0.320200,0.063100,0.022600,0.010300,6.514658,0.028909,0.188333,0.101668
