round,impressions,mean_watch_ratio,mean_watch_seconds,instant_skip_rate,completion_rate,like_rate,share_rate,follow_rate,mean_session_length,reward_per_impression,reward_per_session,mean_true_affinity
0,10000,0.295507,11.425374,0.610400,0.260000,0.047700,0.018900,0.007900,8.787346,-0.029480,-0.259053,0.044997
1,10000,0.309875,11.763747,0.601500,0.276000,0.053000,0.018100,0.006800,6.891799,-0.018538,-0.127761,0.045710
2,10000,0.308158,11.777271,0.600100,0.273700,0.050400,0.018400,0.006700,6.527415,-0.019359,-0.126366,0.046367
3,10000,0.300324,11.431146,0.611700,0.266000,0.048000,0.021000,0.006500,6.349206,-0.027204,-0.172721,0.043478
4,10000,0.298446,11.595468,0.617100,0.264800,0.052300,0.017600,0.007500,6.648936,-0.030092,-0.200078,0.044813
